20
10000000.000000
#0
1.000000e+22	-1.124149e+06	-2.917112e+06	-4.904477e+06	3.929505e+02	8.981522e+02	1.972624e+02
1.000000e+22	-4.176000e+06	9.877316e+05	-1.750237e+05	-9.572715e+02	3.071693e+01	-2.875549e+02
1.000000e+22	-1.804102e+06	-4.313944e+06	-4.254128e+06	4.075588e+02	3.136274e+02	8.576326e+02
1.000000e+22	-4.881283e+06	-1.907865e+06	-1.394848e+06	5.968870e+02	-3.961547e+02	6.977015e+02
1.000000e+22	-2.641530e+06	-8.659627e+05	3.102206e+05	-3.445345e+01	-4.178385e+02	9.078678e+02
1.000000e+22	4.082003e+06	4.993591e+06	6.492813e+05	-6.307315e+02	-7.504700e+02	-1.974147e+02
1.000000e+22	1.439100e+06	1.941435e+06	1.020692e+06	-4.455367e+02	-8.867801e+02	1.229554e+02
1.000000e+22	-4.927061e+06	-4.042940e+06	4.132969e+06	5.375975e+02	6.487811e+02	5.385833e+02
1.000000e+22	-2.487411e+06	1.763512e+06	3.265328e+06	-2.976779e+02	6.118839e+02	-7.327932e+02
1.000000e+22	1.342051e+06	-3.909268e+06	4.156468e+06	-1.729827e+01	-5.750382e+02	8.179436e+02
1.000000e+22	-3.671529e+06	-1.873989e+06	-1.851711e+06	6.657322e+02	6.188923e+02	4.168608e+02
1.000000e+22	-4.277169e+05	-2.532273e+06	3.128605e+06	-1.338175e+02	-5.321022e+02	-8.360383e+02
1.000000e+22	-1.545000e+06	-2.263100e+06	-4.690542e+06	6.208827e+02	7.090758e+02	3.342397e+02
1.000000e+22	2.990967e+06	3.548540e+06	-3.751183e+06	-7.592307e+02	2.665715e+02	5.937242e+02
1.000000e+22	3.337352e+06	1.065249e+06	1.928922e+06	3.588773e+02	-7.773369e+02	5.166763e+02
1.000000e+22	-4.020661e+06	-9.083834e+05	5.259865e+05	-5.828623e+02	-6.056480e+02	-5.417214e+02
1.000000e+22	4.699698e+06	-1.191748e+05	-1.136357e+06	6.714782e+02	-6.104653e+02	4.200585e+02
1.000000e+22	-3.869289e+06	-2.259133e+06	7.658620e+05	-5.754542e+02	6.946534e+02	4.316355e+02
